item_id,source_video_id,scheme,stratum,benchmark
lvbench:4226,hjoDzK0siaM,tag_present,event understanding,lvbench
lvbench:1907,YlQugR7KSKg,tag_present,event understanding,lvbench
lvbench:1907,YlQugR7KSKg,tag_present,entity recognition,lvbench
lvbench:5038,Vk_Af0htZGU,tag_present,event understanding,lvbench
lvbench:5038,Vk_Af0htZGU,tag_present,entity recognition,lvbench
lvbench:532,2sriHX3PbXw,tag_present,event understanding,lvbench
lvbench:532,2sriHX3PbXw,tag_present,entity recognition,lvbench
lvbench:254,TJR1oYDDTwg,tag_present,entity recognition,lvbench
lvbench:4765,sk00epALZps,tag_present,entity recognition,lvbench
lvbench:2967,JPPMz8fEml0,tag_present,reasoning,lvbench
lvbench:2456,QWXlvx1GoTY,tag_present,entity recognition,lvbench
lvbench:5279,moALQl818ZY,tag_present,summarization,lvbench
lvbench:4694,vZV2WCKMsKs,tag_present,event understanding,lvbench
lvbench:1586,ihfjEFGdZdc,tag_present,temporal grounding,lvbench
lvbench:1586,ihfjEFGdZdc,tag_present,event understanding,lvbench
lvbench:2394,o-gLbgpzCc8,tag_present,entity recognition,lvbench
lvbench:1109,EpMLAQbSYAw,tag_present,entity recognition,lvbench
lvbench:637,QgWRyDV9Ozs,tag_present,temporal grounding,lvbench
lvbench:637,QgWRyDV9Ozs,tag_present,key information retrieval,lvbench
lvbench:2274,idZkam9zqAs,tag_present,event understanding,lvbench
lvbench:3792,T1yhBv1ytzw,tag_present,temporal grounding,lvbench
lvbench:3792,T1yhBv1ytzw,tag_present,entity recognition,lvbench
lvbench:2750,USfvmoalqsw,tag_present,event understanding,lvbench
lvbench:2750,USfvmoalqsw,tag_present,entity recognition,lvbench
lvbench:4496,EwskdNETNx8,tag_present,event understanding,lvbench
lvbench:911,5dZ_lvDgevk,tag_present,entity recognition,lvbench
lvbench:1900,YlQugR7KSKg,tag_present,entity recognition,lvbench
lvbench:4491,EwskdNETNx8,tag_present,entity recognition,lvbench
lvbench:21,qAIRFyR6NyQ,tag_present,event understanding,lvbench
lvbench:21,qAIRFyR6NyQ,tag_present,key information retrieval,lvbench
lvbench:3773,T1yhBv1ytzw,tag_present,event understanding,lvbench
lvbench:4454,CgvJqGxzRfE,tag_present,entity recognition,lvbench
lvbench:1322,wNCPgIVz15c,tag_present,entity recognition,lvbench
lvbench:1937,lDlA7cfNk8A,tag_present,entity recognition,lvbench
lvbench:5113,pe_LddfHAUU,tag_present,event understanding,lvbench
lvbench:5113,pe_LddfHAUU,tag_present,entity recognition,lvbench
lvbench:4706,vZV2WCKMsKs,tag_present,entity recognition,lvbench
lvbench:5064,vHlSoxg8WHo,tag_present,temporal grounding,lvbench
lvbench:5064,vHlSoxg8WHo,tag_present,key information retrieval,lvbench
lvbench:2487,QB7FoIpx8os,tag_present,event understanding,lvbench
lvbench:8,qAIRFyR6NyQ,tag_present,entity recognition,lvbench
lvbench:3363,O14bbpvy2x0,tag_present,event understanding,lvbench
lvbench:1955,8QdE--Y-x7U,tag_present,entity recognition,lvbench
lvbench:3080,wgBlACG927Y,tag_present,entity recognition,lvbench
lvbench:5093,vHlSoxg8WHo,tag_present,entity recognition,lvbench
lvbench:3642,rSE2YPcv89U,tag_present,reasoning,lvbench
lvbench:2869,_T2Avd3tFHc,tag_present,event understanding,lvbench
lvbench:2753,evYm0cELO3I,tag_present,entity recognition,lvbench
lvbench:2753,evYm0cELO3I,tag_present,key information retrieval,lvbench
lvbench:2809,RbpKkvlHYTw,tag_present,entity recognition,lvbench
lvbench:2809,RbpKkvlHYTw,tag_present,key information retrieval,lvbench
lvbench:2893,_T2Avd3tFHc,tag_present,event understanding,lvbench
lvbench:1617,vaL_vSdZKZo,tag_present,entity recognition,lvbench
lvbench:341,gXnhqF0TqqI,tag_present,event understanding,lvbench
lvbench:1114,Z4HGQL_McDQ,tag_present,temporal grounding,lvbench
lvbench:1114,Z4HGQL_McDQ,tag_present,event understanding,lvbench
lvbench:399,HfEVEGf1A8Q,tag_present,reasoning,lvbench
lvbench:399,HfEVEGf1A8Q,tag_present,event understanding,lvbench
lvbench:4027,JlrzSvCsIjE,tag_present,summarization,lvbench
lvbench:278,TJR1oYDDTwg,tag_present,reasoning,lvbench
lvbench:3392,3_upA09AntU,tag_present,temporal grounding,lvbench
lvbench:3392,3_upA09AntU,tag_present,key information retrieval,lvbench
lvbench:998,GcRKREorGSc,tag_present,event understanding,lvbench
lvbench:998,GcRKREorGSc,tag_present,entity recognition,lvbench
lvbench:2113,FaV0tIaWWEg,tag_present,event understanding,lvbench
lvbench:2113,FaV0tIaWWEg,tag_present,key information retrieval,lvbench
lvbench:3480,jp2M1hIEtsk,tag_present,entity recognition,lvbench
lvbench:542,81SbCR6p3Z0,tag_present,temporal grounding,lvbench
lvbench:542,81SbCR6p3Z0,tag_present,reasoning,lvbench
lvbench:999,GcRKREorGSc,tag_present,event understanding,lvbench
lvbench:999,GcRKREorGSc,tag_present,entity recognition,lvbench
lvbench:2965,JPPMz8fEml0,tag_present,key information retrieval,lvbench
lvbench:2483,QB7FoIpx8os,tag_present,temporal grounding,lvbench
lvbench:2483,QB7FoIpx8os,tag_present,reasoning,lvbench
lvbench:1703,t-RtDI2RWQs,tag_present,reasoning,lvbench
lvbench:255,TJR1oYDDTwg,tag_present,reasoning,lvbench
lvbench:255,TJR1oYDDTwg,tag_present,entity recognition,lvbench
lvbench:1758,-WnyRMZqV1U,tag_present,entity recognition,lvbench
lvbench:1758,-WnyRMZqV1U,tag_present,key information retrieval,lvbench
lvbench:561,81SbCR6p3Z0,tag_present,temporal grounding,lvbench
lvbench:561,81SbCR6p3Z0,tag_present,entity recognition,lvbench
lvbench:3937,Hf-n1yfd8II,tag_present,entity recognition,lvbench
lvbench:5145,JTa_Ue2MSwc,tag_present,entity recognition,lvbench
lvbench:5145,JTa_Ue2MSwc,tag_present,key information retrieval,lvbench
lvbench:5114,pe_LddfHAUU,tag_present,key information retrieval,lvbench
lvbench:484,SRq0weUKskM,tag_present,entity recognition,lvbench
lvbench:668,_zrgbA3FMVE,tag_present,entity recognition,lvbench
lvbench:3102,wgBlACG927Y,tag_present,entity recognition,lvbench
lvbench:3529,oZEVgDXJwCc,tag_present,temporal grounding,lvbench
lvbench:3529,oZEVgDXJwCc,tag_present,reasoning,lvbench
lvbench:4838,NzCO0G8AGLU,tag_present,temporal grounding,lvbench
lvbench:4838,NzCO0G8AGLU,tag_present,key information retrieval,lvbench
lvbench:136,q01CUy_gwdU,tag_present,event understanding,lvbench
lvbench:1330,wNCPgIVz15c,tag_present,event understanding,lvbench
lvbench:3978,tKIFQI9cH2c,tag_present,event understanding,lvbench
lvbench:5118,pe_LddfHAUU,tag_present,key information retrieval,lvbench
lvbench:4789,AeEYQ62t8hA,tag_present,event understanding,lvbench
lvbench:2898,RCAqKnvu_P0,tag_present,temporal grounding,lvbench
lvbench:2898,RCAqKnvu_P0,tag_present,entity recognition,lvbench
lvbench:913,5dZ_lvDgevk,tag_present,key information retrieval,lvbench
lvbench:773,RjDrZkBwzho,tag_present,entity recognition,lvbench
lvbench:2729,USfvmoalqsw,tag_present,event understanding,lvbench
lvbench:617,S8vPx-u9p_A,tag_present,entity recognition,lvbench
lvbench:603,S8vPx-u9p_A,tag_present,entity recognition,lvbench
lvbench:1746,-WnyRMZqV1U,tag_present,entity recognition,lvbench
lvbench:2175,rk24OUu_kJQ,tag_present,event understanding,lvbench
lvbench:3118,2zkJFv-ro4A,tag_present,temporal grounding,lvbench
lvbench:3118,2zkJFv-ro4A,tag_present,entity recognition,lvbench
lvbench:4976,W-BnDvXXfOs,tag_present,entity recognition,lvbench
lvbench:5124,pe_LddfHAUU,tag_present,reasoning,lvbench
lvbench:5124,pe_LddfHAUU,tag_present,key information retrieval,lvbench
nextgqa:7238677454:4,7238677454,native,CW,nextgqa
nextgqa:7238677454:4,7238677454,coarse,causal,nextgqa
nextgqa:4086138523:2,4086138523,native,CW,nextgqa
nextgqa:4086138523:2,4086138523,coarse,causal,nextgqa
nextgqa:3672431760:1,3672431760,native,TN,nextgqa
nextgqa:3672431760:1,3672431760,coarse,temporal,nextgqa
nextgqa:5678689001:3,5678689001,native,TC,nextgqa
nextgqa:5678689001:3,5678689001,coarse,temporal,nextgqa
nextgqa:2924847675:7,2924847675,native,TN,nextgqa
nextgqa:2924847675:7,2924847675,coarse,temporal,nextgqa
nextgqa:4834895241:5,4834895241,native,CW,nextgqa
nextgqa:4834895241:5,4834895241,coarse,causal,nextgqa
nextgqa:7533206274:3,7533206274,native,CW,nextgqa
nextgqa:7533206274:3,7533206274,coarse,causal,nextgqa
nextgqa:4922092172:7,4922092172,native,CW,nextgqa
nextgqa:4922092172:7,4922092172,coarse,causal,nextgqa
nextgqa:11794871936:3,11794871936,native,CW,nextgqa
nextgqa:11794871936:3,11794871936,coarse,causal,nextgqa
nextgqa:2416632400:1,2416632400,native,CW,nextgqa
nextgqa:2416632400:1,2416632400,coarse,causal,nextgqa
nextgqa:4561357748:3,4561357748,native,CW,nextgqa
nextgqa:4561357748:3,4561357748,coarse,causal,nextgqa
nextgqa:2822110402:5,2822110402,native,CH,nextgqa
nextgqa:2822110402:5,2822110402,coarse,causal,nextgqa
nextgqa:3439955661:2,3439955661,native,CW,nextgqa
nextgqa:3439955661:2,3439955661,coarse,causal,nextgqa
nextgqa:8499569359:4,8499569359,native,TC,nextgqa
nextgqa:8499569359:4,8499569359,coarse,temporal,nextgqa
nextgqa:3332953908:1,3332953908,native,CW,nextgqa
nextgqa:3332953908:1,3332953908,coarse,causal,nextgqa
nextgqa:6042037966:4,6042037966,native,CW,nextgqa
nextgqa:6042037966:4,6042037966,coarse,causal,nextgqa
nextgqa:2676529856:6,2676529856,native,TN,nextgqa
nextgqa:2676529856:6,2676529856,coarse,temporal,nextgqa
nextgqa:4167294363:4,4167294363,native,CW,nextgqa
nextgqa:4167294363:4,4167294363,coarse,causal,nextgqa
nextgqa:4892549531:0,4892549531,native,CW,nextgqa
nextgqa:4892549531:0,4892549531,coarse,causal,nextgqa
nextgqa:12427023395:4,12427023395,native,CH,nextgqa
nextgqa:12427023395:4,12427023395,coarse,causal,nextgqa
nextgqa:3312292397:8,3312292397,native,CW,nextgqa
nextgqa:3312292397:8,3312292397,coarse,causal,nextgqa
nextgqa:4890173699:3,4890173699,native,TC,nextgqa
nextgqa:4890173699:3,4890173699,coarse,temporal,nextgqa
nextgqa:3294811247:2,3294811247,native,TN,nextgqa
nextgqa:3294811247:2,3294811247,coarse,temporal,nextgqa
nextgqa:3631211612:0,3631211612,native,CW,nextgqa
nextgqa:3631211612:0,3631211612,coarse,causal,nextgqa
nextgqa:5445670939:6,5445670939,native,TC,nextgqa
nextgqa:5445670939:6,5445670939,coarse,temporal,nextgqa
nextgqa:9528960175:0,9528960175,native,TN,nextgqa
nextgqa:9528960175:0,9528960175,coarse,temporal,nextgqa
nextgqa:5589529025:0,5589529025,native,CW,nextgqa
nextgqa:5589529025:0,5589529025,coarse,causal,nextgqa
nextgqa:5728022703:5,5728022703,native,TC,nextgqa
nextgqa:5728022703:5,5728022703,coarse,temporal,nextgqa
nextgqa:10682218035:5,10682218035,native,TN,nextgqa
nextgqa:10682218035:5,10682218035,coarse,temporal,nextgqa
nextgqa:8340480194:3,8340480194,native,CW,nextgqa
nextgqa:8340480194:3,8340480194,coarse,causal,nextgqa
nextgqa:3204890216:5,3204890216,native,TN,nextgqa
nextgqa:3204890216:5,3204890216,coarse,temporal,nextgqa
nextgqa:2828927371:1,2828927371,native,CW,nextgqa
nextgqa:2828927371:1,2828927371,coarse,causal,nextgqa
nextgqa:6045316181:12,6045316181,native,TN,nextgqa
nextgqa:6045316181:12,6045316181,coarse,temporal,nextgqa
nextgqa:6279934011:1,6279934011,native,CW,nextgqa
nextgqa:6279934011:1,6279934011,coarse,causal,nextgqa
nextgqa:5553110507:2,5553110507,native,TN,nextgqa
nextgqa:5553110507:2,5553110507,coarse,temporal,nextgqa
nextgqa:3081360150:8,3081360150,native,CW,nextgqa
nextgqa:3081360150:8,3081360150,coarse,causal,nextgqa
nextgqa:3223951946:2,3223951946,native,CW,nextgqa
nextgqa:3223951946:2,3223951946,coarse,causal,nextgqa
nextgqa:4522565412:2,4522565412,native,CW,nextgqa
nextgqa:4522565412:2,4522565412,coarse,causal,nextgqa
nextgqa:12397126264:2,12397126264,native,CH,nextgqa
nextgqa:12397126264:2,12397126264,coarse,causal,nextgqa
nextgqa:6802770639:4,6802770639,native,CW,nextgqa
nextgqa:6802770639:4,6802770639,coarse,causal,nextgqa
nextgqa:7331895158:6,7331895158,native,CW,nextgqa
nextgqa:7331895158:6,7331895158,coarse,causal,nextgqa
nextgqa:2906386126:3,2906386126,native,TC,nextgqa
nextgqa:2906386126:3,2906386126,coarse,temporal,nextgqa
nextgqa:13887487955:5,13887487955,native,TN,nextgqa
nextgqa:13887487955:5,13887487955,coarse,temporal,nextgqa
nextgqa:6071633426:1,6071633426,native,CW,nextgqa
nextgqa:6071633426:1,6071633426,coarse,causal,nextgqa
nextgqa:2925748611:2,2925748611,native,CW,nextgqa
nextgqa:2925748611:2,2925748611,coarse,causal,nextgqa
nextgqa:2811954360:4,2811954360,native,CW,nextgqa
nextgqa:2811954360:4,2811954360,coarse,causal,nextgqa
nextgqa:5875210125:8,5875210125,native,TN,nextgqa
nextgqa:5875210125:8,5875210125,coarse,temporal,nextgqa
nextgqa:2419603277:4,2419603277,native,TP,nextgqa
nextgqa:2419603277:4,2419603277,coarse,temporal,nextgqa
nextgqa:2449442559:6,2449442559,native,TN,nextgqa
nextgqa:2449442559:6,2449442559,coarse,temporal,nextgqa
nextgqa:3057454440:1,3057454440,native,CW,nextgqa
nextgqa:3057454440:1,3057454440,coarse,causal,nextgqa
nextgqa:8759087873:7,8759087873,native,TN,nextgqa
nextgqa:8759087873:7,8759087873,coarse,temporal,nextgqa
nextgqa:6029706386:5,6029706386,native,CH,nextgqa
nextgqa:6029706386:5,6029706386,coarse,causal,nextgqa
nextgqa:3705663920:3,3705663920,native,CH,nextgqa
nextgqa:3705663920:3,3705663920,coarse,causal,nextgqa
nextgqa:3759094243:0,3759094243,native,TN,nextgqa
nextgqa:3759094243:0,3759094243,coarse,temporal,nextgqa
nextgqa:2756607919:5,2756607919,native,TC,nextgqa
nextgqa:2756607919:5,2756607919,coarse,temporal,nextgqa
nextgqa:11794871936:6,11794871936,native,TC,nextgqa
nextgqa:11794871936:6,11794871936,coarse,temporal,nextgqa
nextgqa:3425409935:0,3425409935,native,CW,nextgqa
nextgqa:3425409935:0,3425409935,coarse,causal,nextgqa
nextgqa:5589529025:1,5589529025,native,CH,nextgqa
nextgqa:5589529025:1,5589529025,coarse,causal,nextgqa
nextgqa:4097448142:7,4097448142,native,TN,nextgqa
nextgqa:4097448142:7,4097448142,coarse,temporal,nextgqa
nextgqa:4181802718:7,4181802718,native,TN,nextgqa
nextgqa:4181802718:7,4181802718,coarse,temporal,nextgqa
nextgqa:11019529085:1,11019529085,native,TC,nextgqa
nextgqa:11019529085:1,11019529085,coarse,temporal,nextgqa
nextgqa:5563357894:0,5563357894,native,CH,nextgqa
nextgqa:5563357894:0,5563357894,coarse,causal,nextgqa
nextgqa:9667167640:5,9667167640,native,TN,nextgqa
nextgqa:9667167640:5,9667167640,coarse,temporal,nextgqa
nextgqa:4740931975:1,4740931975,native,CW,nextgqa
nextgqa:4740931975:1,4740931975,coarse,causal,nextgqa
nextgqa:4188739935:0,4188739935,native,CW,nextgqa
nextgqa:4188739935:0,4188739935,coarse,causal,nextgqa
nextgqa:4997304873:9,4997304873,native,CH,nextgqa
nextgqa:4997304873:9,4997304873,coarse,causal,nextgqa
nextgqa:8208916209:0,8208916209,native,CW,nextgqa
nextgqa:8208916209:0,8208916209,coarse,causal,nextgqa
nextgqa:13516621384:3,13516621384,native,CW,nextgqa
nextgqa:13516621384:3,13516621384,coarse,causal,nextgqa
nextgqa:5514739631:4,5514739631,native,CW,nextgqa
nextgqa:5514739631:4,5514739631,coarse,causal,nextgqa
nextgqa:5012237466:0,5012237466,native,CW,nextgqa
nextgqa:5012237466:0,5012237466,coarse,causal,nextgqa
nextgqa:3606510307:5,3606510307,native,TP,nextgqa
nextgqa:3606510307:5,3606510307,coarse,temporal,nextgqa
nextgqa:6129191741:0,6129191741,native,CW,nextgqa
nextgqa:6129191741:0,6129191741,coarse,causal,nextgqa
nextgqa:7238677454:3,7238677454,native,CH,nextgqa
nextgqa:7238677454:3,7238677454,coarse,causal,nextgqa
nextgqa:2891522362:4,2891522362,native,TN,nextgqa
nextgqa:2891522362:4,2891522362,coarse,temporal,nextgqa
nextgqa:12299711406:7,12299711406,native,TN,nextgqa
nextgqa:12299711406:7,12299711406,coarse,temporal,nextgqa
nextgqa:9221389917:1,9221389917,native,CW,nextgqa
nextgqa:9221389917:1,9221389917,coarse,causal,nextgqa
nextgqa:4315349265:7,4315349265,native,CH,nextgqa
nextgqa:4315349265:7,4315349265,coarse,causal,nextgqa
nextgqa:2493035685:6,2493035685,native,TC,nextgqa
nextgqa:2493035685:6,2493035685,coarse,temporal,nextgqa
nextgqa:4177367968:3,4177367968,native,TC,nextgqa
nextgqa:4177367968:3,4177367968,coarse,temporal,nextgqa
nextgqa:3416303524:4,3416303524,native,TN,nextgqa
nextgqa:3416303524:4,3416303524,coarse,temporal,nextgqa
nextgqa:8283116453:0,8283116453,native,CW,nextgqa
nextgqa:8283116453:0,8283116453,coarse,causal,nextgqa
nextgqa:3524009829:0,3524009829,native,CW,nextgqa
nextgqa:3524009829:0,3524009829,coarse,causal,nextgqa
nextgqa:3312292397:6,3312292397,native,TN,nextgqa
nextgqa:3312292397:6,3312292397,coarse,temporal,nextgqa
nextgqa:5880312109:5,5880312109,native,CW,nextgqa
nextgqa:5880312109:5,5880312109,coarse,causal,nextgqa
nextgqa:4273509832:0,4273509832,native,CW,nextgqa
nextgqa:4273509832:0,4273509832,coarse,causal,nextgqa
nextgqa:3223951946:1,3223951946,native,CW,nextgqa
nextgqa:3223951946:1,3223951946,coarse,causal,nextgqa
nextgqa:3305288577:7,3305288577,native,TC,nextgqa
nextgqa:3305288577:7,3305288577,coarse,temporal,nextgqa
nextgqa:5965267539:7,5965267539,native,TC,nextgqa
nextgqa:5965267539:7,5965267539,coarse,temporal,nextgqa
nextgqa:12427023395:5,12427023395,native,TN,nextgqa
nextgqa:12427023395:5,12427023395,coarse,temporal,nextgqa
nextgqa:3728184329:5,3728184329,native,CH,nextgqa
nextgqa:3728184329:5,3728184329,coarse,causal,nextgqa
nextgqa:6031282471:4,6031282471,native,TN,nextgqa
nextgqa:6031282471:4,6031282471,coarse,temporal,nextgqa
nextgqa:3615527856:0,3615527856,native,CW,nextgqa
nextgqa:3615527856:0,3615527856,coarse,causal,nextgqa
nextgqa:4967866673:1,4967866673,native,CH,nextgqa
nextgqa:4967866673:1,4967866673,coarse,causal,nextgqa
nextgqa:4830393131:9,4830393131,native,TN,nextgqa
nextgqa:4830393131:9,4830393131,coarse,temporal,nextgqa
nextgqa:5093765132:4,5093765132,native,TC,nextgqa
nextgqa:5093765132:4,5093765132,coarse,temporal,nextgqa
nextgqa:7375575700:4,7375575700,native,TN,nextgqa
nextgqa:7375575700:4,7375575700,coarse,temporal,nextgqa
nextgqa:4693242968:1,4693242968,native,TC,nextgqa
nextgqa:4693242968:1,4693242968,coarse,temporal,nextgqa
nextgqa:3516935615:1,3516935615,native,TC,nextgqa
nextgqa:3516935615:1,3516935615,coarse,temporal,nextgqa
nextgqa:8617869131:1,8617869131,native,CW,nextgqa
nextgqa:8617869131:1,8617869131,coarse,causal,nextgqa
nextgqa:6663770743:6,6663770743,native,CW,nextgqa
nextgqa:6663770743:6,6663770743,coarse,causal,nextgqa
nextgqa:6292691001:0,6292691001,native,CW,nextgqa
nextgqa:6292691001:0,6292691001,coarse,causal,nextgqa
nextgqa:2924847675:3,2924847675,native,CW,nextgqa
nextgqa:2924847675:3,2924847675,coarse,causal,nextgqa
nextgqa:6320611157:7,6320611157,native,TN,nextgqa
nextgqa:6320611157:7,6320611157,coarse,temporal,nextgqa
nextgqa:3167311763:7,3167311763,native,TN,nextgqa
nextgqa:3167311763:7,3167311763,coarse,temporal,nextgqa
nextgqa:8235000713:6,8235000713,native,TC,nextgqa
nextgqa:8235000713:6,8235000713,coarse,temporal,nextgqa
nextgqa:4444103383:6,4444103383,native,CW,nextgqa
nextgqa:4444103383:6,4444103383,coarse,causal,nextgqa
nextgqa:4158599646:1,4158599646,native,CW,nextgqa
nextgqa:4158599646:1,4158599646,coarse,causal,nextgqa
nextgqa:2818950014:0,2818950014,native,CW,nextgqa
nextgqa:2818950014:0,2818950014,coarse,causal,nextgqa
nextgqa:9072405003:6,9072405003,native,TN,nextgqa
nextgqa:9072405003:6,9072405003,coarse,temporal,nextgqa
nextgqa:4124400853:8,4124400853,native,CW,nextgqa
nextgqa:4124400853:8,4124400853,coarse,causal,nextgqa
nextgqa:5750350083:7,5750350083,native,TN,nextgqa
nextgqa:5750350083:7,5750350083,coarse,temporal,nextgqa
nextgqa:2407193002:7,2407193002,native,TN,nextgqa
nextgqa:2407193002:7,2407193002,coarse,temporal,nextgqa
nextgqa:2930921250:3,2930921250,native,TN,nextgqa
nextgqa:2930921250:3,2930921250,coarse,temporal,nextgqa
nextgqa:13482206704:2,13482206704,native,TN,nextgqa
nextgqa:13482206704:2,13482206704,coarse,temporal,nextgqa
nextgqa:4740345442:6,4740345442,native,TN,nextgqa
nextgqa:4740345442:6,4740345442,coarse,temporal,nextgqa
nextgqa:7000450111:0,7000450111,native,TC,nextgqa
nextgqa:7000450111:0,7000450111,coarse,temporal,nextgqa
nextgqa:6199427603:2,6199427603,native,CW,nextgqa
nextgqa:6199427603:2,6199427603,coarse,causal,nextgqa
nextgqa:5445670939:10,5445670939,native,TN,nextgqa
nextgqa:5445670939:10,5445670939,coarse,temporal,nextgqa
nextgqa:2971706210:7,2971706210,native,CW,nextgqa
nextgqa:2971706210:7,2971706210,coarse,causal,nextgqa
nextgqa:5646554288:2,5646554288,native,CH,nextgqa
nextgqa:5646554288:2,5646554288,coarse,causal,nextgqa
nextgqa:5706585620:2,5706585620,native,CH,nextgqa
nextgqa:5706585620:2,5706585620,coarse,causal,nextgqa
nextgqa:2976591964:5,2976591964,native,CW,nextgqa
nextgqa:2976591964:5,2976591964,coarse,causal,nextgqa
nextgqa:4839003204:5,4839003204,native,CW,nextgqa
nextgqa:4839003204:5,4839003204,coarse,causal,nextgqa
nextgqa:5493350492:1,5493350492,native,CH,nextgqa
nextgqa:5493350492:1,5493350492,coarse,causal,nextgqa
nextgqa:4578959773:7,4578959773,native,TC,nextgqa
nextgqa:4578959773:7,4578959773,coarse,temporal,nextgqa
nextgqa:8666185192:3,8666185192,native,CW,nextgqa
nextgqa:8666185192:3,8666185192,coarse,causal,nextgqa
nextgqa:3804458046:2,3804458046,native,TC,nextgqa
nextgqa:3804458046:2,3804458046,coarse,temporal,nextgqa
nextgqa:4522298433:9,4522298433,native,CW,nextgqa
nextgqa:4522298433:9,4522298433,coarse,causal,nextgqa
nextgqa:4625256813:1,4625256813,native,CW,nextgqa
nextgqa:4625256813:1,4625256813,coarse,causal,nextgqa
nextgqa:10316970886:3,10316970886,native,CW,nextgqa
nextgqa:10316970886:3,10316970886,coarse,causal,nextgqa
nextgqa:7916860778:5,7916860778,native,TN,nextgqa
nextgqa:7916860778:5,7916860778,coarse,temporal,nextgqa
nextgqa:13259212584:4,13259212584,native,CH,nextgqa
nextgqa:13259212584:4,13259212584,coarse,causal,nextgqa
nextgqa:9175646479:5,9175646479,native,CW,nextgqa
nextgqa:9175646479:5,9175646479,coarse,causal,nextgqa
nextgqa:8900428927:5,8900428927,native,CH,nextgqa
nextgqa:8900428927:5,8900428927,coarse,causal,nextgqa
nextgqa:7473257354:3,7473257354,native,CW,nextgqa
nextgqa:7473257354:3,7473257354,coarse,causal,nextgqa
nextgqa:7064920441:4,7064920441,native,CW,nextgqa
nextgqa:7064920441:4,7064920441,coarse,causal,nextgqa
nextgqa:6975125131:0,6975125131,native,TC,nextgqa
nextgqa:6975125131:0,6975125131,coarse,temporal,nextgqa
nextgqa:2621535368:0,2621535368,native,CW,nextgqa
nextgqa:2621535368:0,2621535368,coarse,causal,nextgqa
nextgqa:2976591964:3,2976591964,native,TN,nextgqa
nextgqa:2976591964:3,2976591964,coarse,temporal,nextgqa
nextgqa:4775972536:0,4775972536,native,CW,nextgqa
nextgqa:4775972536:0,4775972536,coarse,causal,nextgqa
nextgqa:3141532836:4,3141532836,native,CW,nextgqa
nextgqa:3141532836:4,3141532836,coarse,causal,nextgqa
nextgqa:5646554288:4,5646554288,native,CH,nextgqa
nextgqa:5646554288:4,5646554288,coarse,causal,nextgqa
nextgqa:4474292288:5,4474292288,native,CW,nextgqa
nextgqa:4474292288:5,4474292288,coarse,causal,nextgqa
nextgqa:9023339404:2,9023339404,native,TC,nextgqa
nextgqa:9023339404:2,9023339404,coarse,temporal,nextgqa
nextgqa:4968786437:0,4968786437,native,CW,nextgqa
nextgqa:4968786437:0,4968786437,coarse,causal,nextgqa
nextgqa:6320611157:4,6320611157,native,TC,nextgqa
nextgqa:6320611157:4,6320611157,coarse,temporal,nextgqa
nextgqa:2676529856:3,2676529856,native,CW,nextgqa
nextgqa:2676529856:3,2676529856,coarse,causal,nextgqa
nextgqa:9528960175:1,9528960175,native,TN,nextgqa
nextgqa:9528960175:1,9528960175,coarse,temporal,nextgqa
nextgqa:4903593284:4,4903593284,native,TN,nextgqa
nextgqa:4903593284:4,4903593284,coarse,temporal,nextgqa
nextgqa:2669597217:2,2669597217,native,CW,nextgqa
nextgqa:2669597217:2,2669597217,coarse,causal,nextgqa
nextgqa:2562087639:4,2562087639,native,CH,nextgqa
nextgqa:2562087639:4,2562087639,coarse,causal,nextgqa
nextgqa:3426605205:2,3426605205,native,CW,nextgqa
nextgqa:3426605205:2,3426605205,coarse,causal,nextgqa
nextgqa:5139599690:0,5139599690,native,CW,nextgqa
nextgqa:5139599690:0,5139599690,coarse,causal,nextgqa
nextgqa:3255908815:4,3255908815,native,CW,nextgqa
nextgqa:3255908815:4,3255908815,coarse,causal,nextgqa
nextgqa:2562087639:2,2562087639,native,TC,nextgqa
nextgqa:2562087639:2,2562087639,coarse,temporal,nextgqa
nextgqa:6975125131:3,6975125131,native,CH,nextgqa
nextgqa:6975125131:3,6975125131,coarse,causal,nextgqa
nextgqa:4250191168:2,4250191168,native,CW,nextgqa
nextgqa:4250191168:2,4250191168,coarse,causal,nextgqa
nextgqa:3626207014:6,3626207014,native,CH,nextgqa
nextgqa:3626207014:6,3626207014,coarse,causal,nextgqa
nextgqa:5969368435:4,5969368435,native,TN,nextgqa
nextgqa:5969368435:4,5969368435,coarse,temporal,nextgqa
nextgqa:3621121750:1,3621121750,native,CW,nextgqa
nextgqa:3621121750:1,3621121750,coarse,causal,nextgqa
nextgqa:5012237466:9,5012237466,native,TN,nextgqa
nextgqa:5012237466:9,5012237466,coarse,temporal,nextgqa
nextgqa:3593365697:7,3593365697,native,CW,nextgqa
nextgqa:3593365697:7,3593365697,coarse,causal,nextgqa
nextgqa:4522565412:5,4522565412,native,CW,nextgqa
nextgqa:4522565412:5,4522565412,coarse,causal,nextgqa
nextgqa:3900682951:1,3900682951,native,CW,nextgqa
nextgqa:3900682951:1,3900682951,coarse,causal,nextgqa
nextgqa:5925869325:8,5925869325,native,TN,nextgqa
nextgqa:5925869325:8,5925869325,coarse,temporal,nextgqa
nextgqa:8666744695:5,8666744695,native,TC,nextgqa
nextgqa:8666744695:5,8666744695,coarse,temporal,nextgqa
nextgqa:2956081853:6,2956081853,native,TN,nextgqa
