item_id,benchmark,condition,selected_candidate_indices
lvbench:5171,lvbench,plain_dpp_8,"[2, 9, 19, 23, 37, 38, 52, 54]"
lvbench:5173,lvbench,mdp3_8,"[7, 8, 11, 12, 22, 32, 42, 61]"
lvbench:5173,lvbench,plain_dpp_8,"[7, 8, 9, 11, 12, 22, 30, 61]"
lvbench:5180,lvbench,mdp3_8,"[1, 3, 4, 32, 35, 42, 45, 62]"
lvbench:5180,lvbench,plain_dpp_8,"[1, 3, 4, 25, 32, 35, 42, 45]"
lvbench:5253,lvbench,mdp3_8,"[0, 1, 11, 21, 30, 32, 51, 60]"
lvbench:5253,lvbench,plain_dpp_8,"[0, 1, 11, 20, 21, 30, 32, 51]"
lvbench:5256,lvbench,mdp3_8,"[1, 4, 11, 24, 32, 38, 43, 52]"
lvbench:5256,lvbench,plain_dpp_8,"[1, 4, 11, 24, 32, 44, 52, 56]"
lvbench:5257,lvbench,mdp3_8,"[1, 7, 8, 24, 41, 42, 50, 53]"
lvbench:5257,lvbench,plain_dpp_8,"[1, 24, 32, 41, 42, 44, 52, 53]"
lvbench:5260,lvbench,mdp3_8,"[8, 10, 12, 13, 35, 37, 42, 43]"
lvbench:5260,lvbench,plain_dpp_8,"[8, 10, 12, 37, 43, 44, 50, 55]"
lvbench:5274,lvbench,mdp3_8,"[0, 1, 11, 21, 30, 32, 51, 60]"
lvbench:5274,lvbench,plain_dpp_8,"[0, 1, 11, 20, 21, 30, 32, 60]"
lvbench:531,lvbench,mdp3_8,"[3, 4, 9, 19, 47, 49, 61, 62]"
lvbench:531,lvbench,plain_dpp_8,"[3, 4, 19, 33, 39, 47, 61, 62]"
lvbench:532,lvbench,mdp3_8,"[3, 4, 5, 15, 20, 29, 43, 48]"
lvbench:532,lvbench,plain_dpp_8,"[3, 4, 5, 15, 19, 20, 22, 29]"
lvbench:54,lvbench,mdp3_8,"[13, 24, 27, 31, 35, 45, 53, 62]"
lvbench:54,lvbench,plain_dpp_8,"[13, 20, 23, 31, 35, 45, 53, 62]"
lvbench:542,lvbench,mdp3_8,"[12, 13, 21, 25, 34, 40, 61, 62]"
lvbench:542,lvbench,plain_dpp_8,"[12, 13, 25, 34, 40, 51, 61, 62]"
lvbench:553,lvbench,mdp3_8,"[1, 9, 15, 25, 39, 40, 45, 62]"
lvbench:553,lvbench,plain_dpp_8,"[9, 21, 25, 39, 40, 45, 62, 63]"
lvbench:561,lvbench,mdp3_8,"[12, 13, 18, 32, 40, 47, 48, 50]"
lvbench:561,lvbench,plain_dpp_8,"[12, 13, 18, 32, 40, 47, 48, 50]"
lvbench:594,lvbench,mdp3_8,"[0, 1, 11, 31, 32, 37, 53, 63]"
lvbench:594,lvbench,plain_dpp_8,"[1, 13, 31, 32, 37, 39, 53, 63]"
lvbench:601,lvbench,mdp3_8,"[1, 2, 14, 16, 27, 36, 47, 48]"
lvbench:601,lvbench,plain_dpp_8,"[1, 2, 14, 16, 27, 36, 47, 48]"
lvbench:602,lvbench,mdp3_8,"[1, 6, 9, 23, 31, 42, 47, 49]"
lvbench:602,lvbench,plain_dpp_8,"[1, 6, 9, 19, 23, 31, 47, 49]"
lvbench:603,lvbench,mdp3_8,"[1, 6, 12, 19, 29, 34, 37, 52]"
lvbench:603,lvbench,plain_dpp_8,"[1, 6, 12, 29, 33, 34, 52, 59]"
lvbench:614,lvbench,mdp3_8,"[1, 12, 20, 29, 32, 37, 53, 59]"
lvbench:614,lvbench,plain_dpp_8,"[1, 12, 20, 29, 32, 37, 53, 59]"
lvbench:617,lvbench,mdp3_8,"[1, 10, 19, 23, 29, 39, 46, 48]"
lvbench:617,lvbench,plain_dpp_8,"[1, 10, 19, 29, 38, 39, 46, 48]"
lvbench:62,lvbench,mdp3_8,"[3, 5, 18, 19, 36, 43, 48, 62]"
lvbench:62,lvbench,plain_dpp_8,"[3, 5, 18, 19, 36, 43, 60, 62]"
lvbench:627,lvbench,mdp3_8,"[3, 7, 9, 19, 30, 37, 47, 48]"
lvbench:627,lvbench,plain_dpp_8,"[3, 5, 7, 9, 19, 30, 47, 48]"
lvbench:628,lvbench,mdp3_8,"[11, 17, 33, 37, 43, 53, 56, 58]"
lvbench:628,lvbench,plain_dpp_8,"[2, 11, 17, 22, 37, 43, 56, 58]"
lvbench:63,lvbench,mdp3_8,"[2, 3, 19, 26, 28, 36, 45, 62]"
lvbench:63,lvbench,plain_dpp_8,"[2, 3, 19, 25, 26, 43, 45, 62]"
lvbench:633,lvbench,mdp3_8,"[4, 13, 21, 23, 30, 37, 51, 62]"
lvbench:633,lvbench,plain_dpp_8,"[4, 13, 21, 23, 24, 37, 51, 62]"
lvbench:637,lvbench,mdp3_8,"[2, 3, 7, 18, 37, 50, 56, 63]"
lvbench:637,lvbench,plain_dpp_8,"[2, 7, 18, 37, 42, 50, 56, 63]"
lvbench:638,lvbench,mdp3_8,"[0, 3, 9, 12, 14, 52, 58, 63]"
lvbench:638,lvbench,plain_dpp_8,"[0, 3, 9, 12, 14, 52, 58, 63]"
lvbench:651,lvbench,mdp3_8,"[15, 19, 25, 28, 34, 46, 54, 62]"
lvbench:651,lvbench,plain_dpp_8,"[28, 34, 46, 47, 50, 54, 56, 62]"
lvbench:657,lvbench,mdp3_8,"[5, 14, 20, 25, 44, 53, 55, 59]"
lvbench:657,lvbench,plain_dpp_8,"[1, 5, 20, 25, 44, 53, 55, 59]"
lvbench:658,lvbench,mdp3_8,"[5, 14, 25, 27, 32, 33, 36, 45]"
lvbench:658,lvbench,plain_dpp_8,"[5, 9, 14, 25, 27, 32, 36, 61]"
lvbench:668,lvbench,mdp3_8,"[0, 19, 21, 25, 51, 53, 56, 59]"
lvbench:668,lvbench,plain_dpp_8,"[0, 21, 25, 51, 53, 56, 59, 61]"
lvbench:68,lvbench,mdp3_8,"[4, 14, 29, 30, 43, 46, 48, 62]"
lvbench:68,lvbench,plain_dpp_8,"[4, 14, 29, 30, 46, 48, 51, 62]"
lvbench:728,lvbench,mdp3_8,"[1, 10, 22, 25, 26, 34, 40, 60]"
lvbench:728,lvbench,plain_dpp_8,"[1, 8, 10, 20, 21, 26, 37, 40]"
lvbench:735,lvbench,mdp3_8,"[10, 12, 25, 37, 38, 43, 50, 58]"
lvbench:735,lvbench,plain_dpp_8,"[5, 10, 25, 35, 38, 42, 43, 50]"
lvbench:736,lvbench,mdp3_8,"[8, 10, 24, 25, 27, 40, 57, 60]"
lvbench:736,lvbench,plain_dpp_8,"[2, 8, 10, 24, 25, 27, 40, 42]"
lvbench:738,lvbench,mdp3_8,"[1, 4, 15, 16, 33, 40, 42, 45]"
lvbench:738,lvbench,plain_dpp_8,"[2, 4, 10, 15, 16, 21, 33, 42]"
lvbench:749,lvbench,mdp3_8,"[1, 4, 10, 11, 34, 35, 50, 58]"
lvbench:749,lvbench,plain_dpp_8,"[1, 4, 8, 10, 11, 35, 50, 58]"
lvbench:752,lvbench,mdp3_8,"[7, 11, 21, 35, 39, 45, 47, 61]"
lvbench:752,lvbench,plain_dpp_8,"[1, 6, 7, 21, 35, 39, 47, 61]"
lvbench:753,lvbench,mdp3_8,"[4, 21, 24, 42, 46, 54, 55, 58]"
lvbench:753,lvbench,plain_dpp_8,"[1, 21, 24, 42, 46, 54, 55, 58]"
lvbench:767,lvbench,mdp3_8,"[10, 12, 22, 35, 44, 52, 57, 62]"
lvbench:767,lvbench,plain_dpp_8,"[10, 12, 22, 35, 38, 44, 57, 62]"
lvbench:771,lvbench,mdp3_8,"[7, 11, 18, 26, 28, 36, 39, 62]"
lvbench:771,lvbench,plain_dpp_8,"[7, 11, 12, 18, 26, 28, 49, 62]"
lvbench:773,lvbench,mdp3_8,"[14, 16, 23, 25, 44, 46, 51, 62]"
lvbench:773,lvbench,plain_dpp_8,"[16, 23, 25, 26, 46, 51, 54, 62]"
lvbench:78,lvbench,mdp3_8,"[7, 18, 30, 36, 48, 51, 61, 62]"
lvbench:78,lvbench,plain_dpp_8,"[7, 11, 36, 40, 48, 51, 61, 62]"
lvbench:783,lvbench,mdp3_8,"[8, 14, 29, 32, 38, 50, 51, 62]"
lvbench:783,lvbench,plain_dpp_8,"[29, 32, 38, 50, 51, 55, 61, 62]"
lvbench:8,lvbench,mdp3_8,"[0, 3, 7, 13, 16, 42, 54, 58]"
lvbench:8,lvbench,plain_dpp_8,"[0, 8, 10, 13, 16, 42, 54, 58]"
lvbench:800,lvbench,mdp3_8,"[9, 19, 20, 27, 34, 40, 44, 53]"
lvbench:800,lvbench,plain_dpp_8,"[4, 9, 27, 36, 40, 44, 55, 56]"
lvbench:803,lvbench,mdp3_8,"[8, 9, 19, 27, 40, 44, 45, 53]"
lvbench:803,lvbench,plain_dpp_8,"[9, 27, 35, 40, 44, 45, 53, 60]"
lvbench:806,lvbench,mdp3_8,"[3, 5, 23, 25, 33, 39, 53, 61]"
lvbench:806,lvbench,plain_dpp_8,"[3, 5, 11, 18, 25, 33, 39, 53]"
lvbench:808,lvbench,mdp3_8,"[4, 9, 20, 27, 40, 44, 45, 56]"
lvbench:808,lvbench,plain_dpp_8,"[4, 9, 20, 27, 34, 44, 45, 53]"
lvbench:82,lvbench,mdp3_8,"[2, 3, 4, 17, 29, 42, 45, 62]"
lvbench:82,lvbench,plain_dpp_8,"[2, 3, 4, 29, 42, 45, 61, 62]"
lvbench:848,lvbench,mdp3_8,"[3, 5, 9, 25, 26, 35, 45, 61]"
lvbench:848,lvbench,plain_dpp_8,"[3, 5, 12, 26, 35, 45, 51, 61]"
lvbench:851,lvbench,mdp3_8,"[9, 19, 26, 50, 51, 53, 61, 63]"
lvbench:851,lvbench,plain_dpp_8,"[9, 19, 20, 22, 26, 30, 50, 61]"
lvbench:900,lvbench,mdp3_8,"[7, 12, 13, 15, 28, 38, 48, 62]"
lvbench:900,lvbench,plain_dpp_8,"[2, 7, 12, 13, 15, 20, 28, 48]"
lvbench:903,lvbench,mdp3_8,"[1, 12, 15, 23, 40, 41, 53, 62]"
lvbench:903,lvbench,plain_dpp_8,"[1, 7, 12, 15, 23, 39, 40, 53]"
lvbench:911,lvbench,mdp3_8,"[1, 2, 15, 33, 37, 41, 46, 58]"
lvbench:911,lvbench,plain_dpp_8,"[1, 2, 15, 33, 37, 41, 46, 58]"
lvbench:912,lvbench,mdp3_8,"[7, 10, 17, 23, 33, 47, 58, 62]"
lvbench:912,lvbench,plain_dpp_8,"[7, 10, 13, 17, 23, 47, 58, 62]"
lvbench:913,lvbench,mdp3_8,"[2, 10, 35, 36, 44, 53, 54, 62]"
lvbench:913,lvbench,plain_dpp_8,"[2, 10, 35, 36, 44, 53, 54, 62]"
lvbench:916,lvbench,mdp3_8,"[1, 9, 35, 41, 48, 49, 52, 58]"
lvbench:916,lvbench,plain_dpp_8,"[1, 9, 35, 41, 48, 49, 52, 58]"
lvbench:918,lvbench,mdp3_8,"[2, 4, 6, 39, 50, 52, 58, 62]"
lvbench:918,lvbench,plain_dpp_8,"[2, 4, 6, 10, 30, 39, 50, 62]"
lvbench:979,lvbench,mdp3_8,"[5, 20, 26, 29, 52, 55, 58, 62]"
lvbench:979,lvbench,plain_dpp_8,"[20, 25, 29, 52, 55, 56, 58, 62]"
lvbench:991,lvbench,mdp3_8,"[2, 7, 27, 29, 33, 35, 36, 52]"
lvbench:991,lvbench,plain_dpp_8,"[2, 7, 22, 33, 35, 36, 52, 58]"
lvbench:996,lvbench,mdp3_8,"[2, 20, 27, 30, 32, 36, 55, 58]"
lvbench:996,lvbench,plain_dpp_8,"[2, 24, 27, 30, 32, 36, 55, 58]"
lvbench:998,lvbench,mdp3_8,"[19, 26, 30, 31, 32, 48, 52, 62]"
lvbench:998,lvbench,plain_dpp_8,"[19, 26, 31, 32, 33, 48, 52, 62]"
lvbench:999,lvbench,mdp3_8,"[18, 21, 24, 26, 35, 54, 57, 62]"
lvbench:999,lvbench,plain_dpp_8,"[18, 21, 24, 44, 53, 54, 62, 63]"
